learner_id,region,course_id,last_login_days,assignment_completion_rate,quiz_score_trend,attendance_rate
L13085,South Africa,CRS-001,1.9,0.699,9.2,0.405
L12637,Egypt,CRS-009,7.1,0.743,0.8,0.839
L12169,Egypt,CRS-011,4.6,0.849,-15.6,0.771
L11079,Egypt,CRS-012,0.9,0.797,-7.0,0.711
L13136,Egypt,CRS-006,12.1,0.740,-27.9,0.341
L13762,South Africa,CRS-010,6.9,0.552,-2.1,0.501
L12612,South Africa,CRS-014,1.3,0.591,-11.1,0.361
L14316,South Africa,CRS-015,13.3,0.417,-47.7,0.467
L12577,South Africa,CRS-001,9.7,0.259,-1.6,0.554
L10448,South Africa,CRS-004,3.3,0.734,6.1,0.663
L14341,South Africa,CRS-009,6.0,0.392,11.5,0.597
L11688,Egypt,CRS-008,0.7,0.772,21.0,0.727
L15362,Egypt,CRS-005,1.4,0.883,-13.1,0.521
L12260,Egypt,CRS-015,1.2,0.632,-1.0,0.561
L10142,Egypt,CRS-013,12.0,0.848,-8.9,0.705
L14728,South Africa,CRS-012,3.1,0.673,-6.7,0.377
L13750,Egypt,CRS-001,34.4,0.834,-7.0,0.761
L14550,Egypt,CRS-014,8.7,0.740,-7.4,0.890
L15370,South Africa,CRS-002,16.1,0.691,-11.3,0.406
L11482,Egypt,CRS-009,11.3,0.911,-3.6,0.630
L13764,South Africa,CRS-007,3.6,0.773,-25.9,0.425
L11683,South Africa,CRS-003,20.0,0.743,-4.9,0.974
L11418,Egypt,CRS-013,2.0,0.725,1.7,0.686
L13471,Egypt,CRS-015,1.5,0.748,7.8,0.697
L15296,Egypt,CRS-014,7.9,0.757,1.1,0.866
L14384,South Africa,CRS-010,0.0,0.592,-15.0,0.585
L14763,South Africa,CRS-011,0.9,0.776,-3.9,0.808
L12493,South Africa,CRS-001,6.7,0.857,-2.1,0.846
L10271,South Africa,CRS-012,14.8,0.710,-15.1,0.761
L13690,South Africa,CRS-008,9.1,0.889,10.3,0.895
L14956,South Africa,CRS-004,13.5,0.564,-6.5,0.822
L12229,South Africa,CRS-009,35.7,0.775,-15.2,0.715
L15315,South Africa,CRS-007,6.6,0.893,2.0,0.754
L11543,South Africa,CRS-005,4.3,0.865,-8.4,0.626
L11251,South Africa,CRS-013,4.3,0.810,3.1,0.365
L12335,South Africa,CRS-014,1.4,0.520,-13.9,0.690
L10156,Egypt,CRS-006,4.2,0.606,-15.9,0.583
L15158,South Africa,CRS-012,21.3,0.523,1.0,0.710
L12638,South Africa,CRS-014,26.6,0.370,-10.3,0.744
L10013,Egypt,CRS-008,4.4,0.908,5.1,0.318
L13704,South Africa,CRS-012,3.5,0.925,4.9,0.739
L11687,Egypt,CRS-003,26.0,0.670,7.0,0.446
L14874,Egypt,CRS-013,3.1,0.583,-13.0,0.803
L12809,South Africa,CRS-008,15.3,0.734,-32.6,0.572
L10637,Egypt,CRS-012,4.2,0.738,-5.4,0.470
L13055,Egypt,CRS-012,5.3,0.695,-10.4,0.842
L12065,South Africa,CRS-007,1.1,0.628,-4.4,0.316
L12298,South Africa,CRS-010,6.5,0.845,-10.8,0.510
L11861,Egypt,CRS-002,11.2,0.882,-5.0,0.301
L15240,Egypt,CRS-002,1.2,0.720,11.6,0.724
L12121,Egypt,CRS-002,1.7,0.878,-21.8,0.712
L13460,South Africa,CRS-005,0.4,0.894,4.1,0.821
L14526,Egypt,CRS-005,53.8,0.342,11.1,0.616
L15189,South Africa,CRS-015,2.0,0.724,-48.4,0.665
L14839,South Africa,CRS-015,4.0,0.577,-6.0,0.789
L11974,Egypt,CRS-005,1.9,0.823,-5.2,0.613
L11515,Egypt,CRS-015,4.7,0.799,-1.5,0.928
L13145,Egypt,CRS-001,12.2,0.771,-20.3,0.405
L10184,South Africa,CRS-007,8.5,0.663,33.6,0.709
L15378,South Africa,CRS-004,24.3,0.913,-0.8,0.787
L13591,Egypt,CRS-009,23.3,0.595,-9.7,0.812
L10226,Egypt,CRS-014,1.7,0.815,8.3,0.105
L12786,Egypt,CRS-001,11.1,0.601,-5.2,0.153
L10057,South Africa,CRS-010,0.4,0.817,-5.7,0.463
L12494,South Africa,CRS-004,1.2,0.822,5.9,0.691
L12938,South Africa,CRS-003,0.3,0.768,5.0,0.271
L10073,Egypt,CRS-005,8.6,0.806,1.6,0.713
L12692,Egypt,CRS-004,7.3,0.932,-5.5,0.628
L11124,Egypt,CRS-011,10.8,0.843,10.9,0.769
L12799,Egypt,CRS-009,10.1,0.604,5.1,0.678
L13984,South Africa,CRS-003,33.5,0.832,-7.8,0.349
L11028,Egypt,CRS-013,0.2,0.974,-26.7,0.707
L11957,South Africa,CRS-002,11.8,0.991,-37.1,0.588
L11796,South Africa,CRS-011,9.1,0.826,6.5,0.723
L14925,Egypt,CRS-003,9.1,0.736,-25.9,0.387
L13580,South Africa,CRS-014,2.3,0.520,-5.2,0.779
L13741,Egypt,CRS-006,13.1,0.977,4.4,0.727
L13086,Egypt,CRS-005,8.0,0.703,-16.9,0.756
L10507,Egypt,CRS-006,5.0,0.746,25.3,0.888
L12331,Egypt,CRS-009,24.2,0.682,-17.9,0.562
L10247,South Africa,CRS-007,3.9,0.745,-6.9,0.839
L12003,South Africa,CRS-003,11.2,0.823,-4.4,0.777
L14353,South Africa,CRS-006,10.3,0.661,-29.9,0.776
L14142,South Africa,CRS-005,1.2,0.432,-49.6,0.922
L13582,South Africa,CRS-007,13.1,0.725,-9.4,0.610
L14067,Egypt,CRS-001,0.4,0.732,-12.4,0.514
L14495,Egypt,CRS-007,0.8,0.797,-9.6,0.328
L14215,South Africa,CRS-006,4.8,0.874,11.5,0.333
L13755,Egypt,CRS-011,20.5,0.758,-1.4,0.847
L14513,Egypt,CRS-005,0.7,0.735,12.9,0.856
L11982,South Africa,CRS-001,2.3,0.763,12.9,0.649
L12711,South Africa,CRS-015,7.1,0.489,3.6,0.655
L10722,Egypt,CRS-002,14.5,0.835,-0.7,0.717
L13686,South Africa,CRS-011,22.7,0.836,-2.8,0.868
L14463,Egypt,CRS-013,14.4,0.532,-14.4,0.491
L15183,South Africa,CRS-001,1.3,0.718,4.6,0.968
L13264,South Africa,CRS-014,18.2,0.584,-1.9,0.850
L11089,South Africa,CRS-015,15.4,0.920,-2.4,0.697
L12535,South Africa,CRS-012,0.0,0.410,8.7,0.911
L14251,South Africa,CRS-007,6.4,0.922,-10.8,0.617
L14809,South Africa,CRS-001,13.0,0.708,4.0,0.796
L10260,South Africa,CRS-002,8.5,0.918,-19.2,0.580
L11000,South Africa,CRS-001,0.8,0.448,4.5,0.984
L14900,South Africa,CRS-010,13.1,0.771,-22.2,0.806
L12816,South Africa,CRS-010,7.5,0.620,2.4,0.563
L13449,Egypt,CRS-015,0.2,0.913,15.5,0.574
L13423,Egypt,CRS-008,37.3,0.844,-7.9,0.138
L12914,South Africa,CRS-006,3.6,0.739,1.8,0.968
L10234,Egypt,CRS-002,1.7,0.809,-7.3,0.571
L12239,South Africa,CRS-007,1.7,0.174,-25.5,0.744
L12185,South Africa,CRS-003,27.2,0.817,1.1,0.576
L10983,Egypt,CRS-003,4.4,0.666,7.6,0.599
L13925,Egypt,CRS-008,3.3,0.577,7.9,0.685
L13995,Egypt,CRS-006,7.7,0.642,2.4,0.894
L12127,South Africa,CRS-014,4.1,0.441,-5.8,0.926
L14000,Egypt,CRS-006,18.5,0.813,-7.4,0.787
L11237,South Africa,CRS-006,5.6,0.644,7.0,0.600
L13276,South Africa,CRS-009,13.2,0.692,-2.6,0.707
L13669,South Africa,CRS-001,10.8,0.756,-14.6,0.750
L11165,South Africa,CRS-008,15.4,0.892,-10.4,0.807
L14414,South Africa,CRS-003,9.8,0.109,10.3,0.676
L10034,Egypt,CRS-010,8.3,0.772,7.6,0.702
L13773,Egypt,CRS-007,13.0,0.205,-9.0,0.681
L10190,Egypt,CRS-011,15.4,0.435,10.0,0.727
L14375,Egypt,CRS-010,8.7,0.775,22.2,0.645
L12202,Egypt,CRS-014,3.7,0.900,-19.3,0.710
L11495,South Africa,CRS-011,1.2,0.849,7.6,0.784
L13685,Egypt,CRS-002,9.5,0.943,3.6,0.565
L10203,South Africa,CRS-008,5.2,0.793,13.3,0.723
L14024,Egypt,CRS-003,1.4,0.630,-5.0,0.746
L13063,Egypt,CRS-009,0.8,0.624,-13.5,0.728
L12125,Egypt,CRS-015,45.6,0.625,-4.9,0.613
L11004,South Africa,CRS-012,12.7,0.703,22.9,0.963
L12112,Egypt,CRS-010,9.2,0.757,-3.7,0.895
L14360,South Africa,CRS-004,9.7,0.899,-6.1,0.671
L13657,Egypt,CRS-005,8.0,0.734,-8.6,0.761
L11301,South Africa,CRS-012,7.3,0.296,3.2,0.332
L10963,Egypt,CRS-001,1.0,0.864,5.7,0.123
L13467,Egypt,CRS-013,0.7,0.810,-2.8,0.713
L13697,Egypt,CRS-010,3.5,0.905,4.2,0.172
L12417,Egypt,CRS-011,5.7,0.713,-6.7,0.728
L10218,South Africa,CRS-015,0.6,0.779,-35.3,0.409
L12963,South Africa,CRS-007,1.8,0.550,7.8,0.481
L10371,South Africa,CRS-015,1.9,0.920,0.7,0.705
L12393,Egypt,CRS-015,3.6,0.451,-13.0,0.687
L11196,Egypt,CRS-005,6.0,0.941,-12.9,0.850
L14010,Egypt,CRS-015,1.1,0.701,-6.9,0.799
L15088,South Africa,CRS-015,10.2,0.564,-20.5,0.686
L15000,South Africa,CRS-010,7.2,0.788,5.7,0.364
L15078,South Africa,CRS-010,12.7,0.919,3.7,0.868
L12880,Egypt,CRS-014,5.2,0.606,-0.5,0.742
L11274,South Africa,CRS-007,14.3,0.903,-9.1,0.929
L12272,Egypt,CRS-011,11.8,0.361,5.5,0.653
L14365,Egypt,CRS-008,6.9,0.849,14.1,0.787
L13140,South Africa,CRS-013,3.9,0.700,-10.1,0.795
L10751,Egypt,CRS-006,1.2,0.888,-14.3,0.930
L11206,South Africa,CRS-012,11.3,0.574,-6.1,0.710
L10346,South Africa,CRS-006,3.9,0.557,5.6,0.698
L10505,South Africa,CRS-013,4.3,0.150,-20.1,0.449
L10999,Egypt,CRS-005,1.6,0.869,12.3,0.854
L13553,Egypt,CRS-002,5.8,0.707,8.0,0.736
L12266,Egypt,CRS-010,11.2,0.769,4.2,0.435
L11553,Egypt,CRS-015,26.1,0.654,12.7,0.681
L13913,South Africa,CRS-005,2.8,0.759,11.7,0.868
L10991,South Africa,CRS-010,3.4,0.625,-0.2,0.766
L11660,South Africa,CRS-008,0.6,0.609,10.3,0.865
L13254,South Africa,CRS-012,0.9,0.542,-2.8,0.584
L13651,Egypt,CRS-011,9.0,0.828,1.1,0.604
L14645,Egypt,CRS-008,2.5,0.651,2.1,0.279
L15080,Egypt,CRS-012,7.2,0.454,-16.2,0.636
L14340,Egypt,CRS-015,25.4,0.807,-6.1,0.728
L14609,South Africa,CRS-003,15.7,0.338,14.9,0.916
L13769,Egypt,CRS-007,2.5,0.757,-2.8,0.665
L14190,Egypt,CRS-012,3.3,0.770,-9.6,0.925
L10521,Egypt,CRS-007,7.8,0.151,-1.6,0.554
L13706,South Africa,CRS-003,0.3,0.583,-17.8,0.782
L14460,South Africa,CRS-003,3.5,0.969,8.4,0.888
L12289,South Africa,CRS-015,1.3,0.639,-29.2,0.801
L13588,Egypt,CRS-010,4.2,0.912,-43.3,0.759
L12978,South Africa,CRS-008,17.8,0.590,31.5,0.644
L12508,South Africa,CRS-015,17.9,0.666,2.2,0.501
L13535,Egypt,CRS-004,7.5,0.357,-4.9,0.845
L10592,South Africa,CRS-006,1.3,0.773,14.3,0.632
L13675,Egypt,CRS-010,30.6,0.602,19.9,0.826
L15055,South Africa,CRS-013,13.8,0.983,4.8,0.610
L12328,South Africa,CRS-012,0.5,0.942,-6.1,0.680
L12510,Egypt,CRS-003,5.8,0.622,1.4,0.532
L14538,South Africa,CRS-001,21.4,0.449,0.2,0.423
L14376,South Africa,CRS-003,20.5,0.872,14.2,0.634
L15120,South Africa,CRS-006,4.9,0.401,-1.9,0.697
L14113,South Africa,CRS-001,0.1,0.221,8.3,0.334
L14910,South Africa,CRS-007,3.2,0.777,12.5,0.657
L12398,South Africa,CRS-006,2.2,0.880,12.2,0.504
L11370,South Africa,CRS-015,22.8,0.602,-21.8,0.721
L15039,Egypt,CRS-010,3.7,0.919,8.0,0.613
L11739,Egypt,CRS-003,17.9,0.545,-0.3,0.841
L14746,Egypt,CRS-009,33.8,0.932,3.5,0.719
L13765,Egypt,CRS-001,9.6,0.581,9.1,0.796
L10278,Egypt,CRS-007,7.9,0.651,0.5,0.748
L12022,Egypt,CRS-006,0.6,0.938,-11.2,0.864
L13263,Egypt,CRS-002,6.2,0.928,-4.0,0.368
L10790,South Africa,CRS-007,4.8,0.908,8.8,0.302
L13286,South Africa,CRS-006,15.6,0.707,-12.2,0.893
L11483,Egypt,CRS-005,20.3,0.831,5.9,0.918
L12299,Egypt,CRS-009,1.3,0.611,16.5,0.660
L15096,South Africa,CRS-008,2.1,0.443,6.1,0.500
L12128,Egypt,CRS-010,2.4,0.830,-7.9,0.891
L11755,Egypt,CRS-005,22.5,0.688,10.5,0.721
L13538,Egypt,CRS-009,0.4,0.619,-17.4,0.703
L11644,Egypt,CRS-006,36.0,0.841,-11.5,0.851
L10738,Egypt,CRS-011,0.4,0.802,-4.2,0.647
L13224,Egypt,CRS-009,15.4,0.640,10.1,0.868
L12259,South Africa,CRS-003,0.6,0.785,1.2,0.502
L13761,South Africa,CRS-010,9.4,0.843,15.6,0.915
L10096,South Africa,CRS-006,16.8,0.854,6.7,0.768
L15261,South Africa,CRS-011,20.9,0.484,17.8,0.478
L13527,Egypt,CRS-015,2.3,0.505,4.1,0.613
L13718,Egypt,CRS-007,8.4,0.849,-7.6,0.851
L10249,South Africa,CRS-014,3.5,0.909,-3.2,0.916
L12999,South Africa,CRS-011,19.1,0.782,4.5,0.666
L12942,Egypt,CRS-001,11.8,0.669,-22.5,0.589
L14547,South Africa,CRS-006,8.5,0.876,0.0,0.874
L10499,Egypt,CRS-012,5.0,0.811,-10.3,0.668
L12986,South Africa,CRS-013,13.3,0.577,-32.6,0.622
L13858,Egypt,CRS-004,0.2,0.902,-17.1,0.341
L10903,Egypt,CRS-010,19.3,0.929,9.6,0.767
L14636,South Africa,CRS-015,16.9,0.918,24.4,0.733
L10628,South Africa,CRS-008,0.4,0.485,-10.5,0.269
L11560,South Africa,CRS-012,15.1,0.789,17.0,0.915
L12906,South Africa,CRS-013,3.9,0.482,14.2,0.869
L14109,South Africa,CRS-015,7.5,0.899,3.3,0.739
L14291,South Africa,CRS-010,7.5,0.709,-13.5,0.678
L11722,South Africa,CRS-004,11.3,0.807,-2.7,0.800
L12477,Egypt,CRS-006,29.9,0.840,-16.5,0.836
L10337,Egypt,CRS-006,6.6,0.606,-38.6,0.694
L14539,Egypt,CRS-008,4.2,0.757,-4.4,0.910
L12023,South Africa,CRS-008,34.3,0.972,18.5,0.464
L12279,South Africa,CRS-002,7.3,0.792,18.1,0.901
L15331,South Africa,CRS-011,0.6,0.792,4.4,0.690
L11610,South Africa,CRS-012,9.6,0.543,-8.9,0.483
L13227,South Africa,CRS-002,3.0,0.573,-3.1,0.704
L12842,Egypt,CRS-007,0.1,0.849,15.9,0.676
L12233,South Africa,CRS-012,11.8,0.752,-0.5,0.228
L14479,Egypt,CRS-010,16.4,0.672,16.6,0.720
L13912,South Africa,CRS-011,9.8,0.577,4.7,0.586
L14556,Egypt,CRS-003,5.2,0.461,20.3,0.796
L12445,South Africa,CRS-008,6.8,0.698,15.4,0.860
L11797,South Africa,CRS-006,2.0,0.865,4.2,0.897
L14799,Egypt,CRS-011,0.7,0.811,-0.7,0.764
L13074,South Africa,CRS-009,11.0,0.874,-8.4,0.574
L11369,South Africa,CRS-003,8.6,0.496,-4.0,0.873
L10363,South Africa,CRS-010,8.8,0.374,-36.2,0.871
L11531,South Africa,CRS-012,5.9,0.567,-33.1,0.813
L14668,Egypt,CRS-006,2.7,0.550,9.4,0.791
L11520,South Africa,CRS-013,16.5,0.937,-23.7,0.585
L13554,South Africa,CRS-012,2.7,0.903,5.9,0.447
L12330,Egypt,CRS-013,14.0,0.814,-3.6,0.722
L12002,Egypt,CRS-006,7.0,0.676,22.8,0.500
L11881,South Africa,CRS-006,14.1,0.576,-9.5,0.600
L10672,South Africa,CRS-004,0.7,0.685,9.4,0.601
L14338,Egypt,CRS-004,1.2,0.590,-4.2,0.679
L10277,South Africa,CRS-010,3.7,0.868,-21.7,0.716
L14077,Egypt,CRS-003,2.2,0.620,-0.3,0.526
L12422,Egypt,CRS-013,0.5,0.875,-16.4,0.796
L14798,South Africa,CRS-003,7.6,0.802,-3.7,0.703
L15162,South Africa,CRS-002,16.5,0.742,3.4,0.727
L11478,South Africa,CRS-011,6.1,0.451,-3.3,0.746
L13208,Egypt,CRS-009,11.8,0.253,-4.5,0.680
L13402,South Africa,CRS-007,7.6,0.892,0.1,0.496
L14370,South Africa,CRS-015,31.7,0.904,-12.0,0.580
L14259,Egypt,CRS-007,2.0,0.894,-7.7,0.893
L15123,Egypt,CRS-008,3.8,0.869,-3.6,0.743
L14872,Egypt,CRS-006,18.3,0.669,19.1,0.741
L13871,Egypt,CRS-008,0.6,0.840,-12.9,0.881
L13695,Egypt,CRS-013,10.5,0.700,-0.6,0.829
L11786,Egypt,CRS-005,13.9,0.764,-6.3,0.747
L13458,Egypt,CRS-009,8.5,0.457,-3.7,0.800
L13658,South Africa,CRS-011,20.8,0.555,-1.3,0.850
L14865,South Africa,CRS-012,13.9,0.505,-14.2,0.856
L12741,South Africa,CRS-006,6.4,0.784,-4.0,0.651
L11082,Egypt,CRS-012,6.5,0.925,-12.7,0.887
L12861,South Africa,CRS-006,21.0,0.479,18.6,0.795
L14107,South Africa,CRS-013,2.1,0.856,12.9,0.880
L10808,South Africa,CRS-005,5.1,0.327,0.8,0.812
L11741,Egypt,CRS-004,0.9,0.702,-20.4,0.415
L11570,South Africa,CRS-009,0.8,0.891,-17.0,0.401
L12897,South Africa,CRS-005,4.3,0.654,24.5,0.724
L12697,South Africa,CRS-001,0.2,0.790,10.8,0.911
L12878,South Africa,CRS-015,3.9,0.896,5.6,0.900
L11872,South Africa,CRS-004,4.3,0.574,-16.7,0.787
L14649,South Africa,CRS-008,3.3,0.847,-10.4,0.856
L10366,Egypt,CRS-005,16.9,0.812,2.3,0.536
L13512,Egypt,CRS-011,3.5,0.739,6.8,0.679
L14723,South Africa,CRS-013,11.1,0.730,-13.9,0.403
L12670,Egypt,CRS-006,18.5,0.963,11.9,0.659
L15292,South Africa,CRS-010,1.1,0.922,12.3,0.641
L12414,South Africa,CRS-007,4.3,0.700,7.3,0.548
L15230,Egypt,CRS-001,8.0,0.810,-8.7,0.311
L11099,Egypt,CRS-004,51.5,0.778,-6.4,0.538
L12056,Egypt,CRS-001,0.1,0.489,-7.0,0.606
L12305,Egypt,CRS-012,2.1,0.699,3.9,0.839
L12858,South Africa,CRS-003,10.1,0.774,11.8,0.864
L14948,Egypt,CRS-010,4.6,0.494,1.9,0.718
L12797,Egypt,CRS-010,11.5,0.646,9.5,0.703
L11245,Egypt,CRS-006,22.2,0.380,-13.2,0.771
L11932,South Africa,CRS-010,11.6,0.570,17.2,0.632
L11364,South Africa,CRS-009,3.3,0.625,22.7,0.846
L15093,South Africa,CRS-003,8.1,0.865,12.9,0.688
L10975,South Africa,CRS-006,5.2,0.737,5.5,0.690
L10916,South Africa,CRS-012,1.4,0.884,4.6,0.892
L12288,Egypt,CRS-006,0.7,0.601,3.3,0.750
L12190,Egypt,CRS-004,1.0,0.645,2.0,0.796
L11190,Egypt,CRS-013,12.5,0.792,3.9,0.905
L10396,Egypt,CRS-006,10.4,0.753,4.3,0.775
L11958,Egypt,CRS-004,6.6,0.606,-6.9,0.179
L11565,Egypt,CRS-002,17.2,0.863,4.5,0.961
L12094,Egypt,CRS-003,7.4,0.801,-8.4,0.450
L12113,Egypt,CRS-008,25.0,0.846,-28.8,0.772
L10869,South Africa,CRS-009,28.2,0.815,-4.6,0.654
L11504,Egypt,CRS-012,4.4,0.567,1.2,0.738
L12881,Egypt,CRS-006,3.3,0.640,8.5,0.829
L13547,Egypt,CRS-003,12.9,0.878,20.4,0.866
L14464,Egypt,CRS-009,11.1,0.550,-4.7,0.708
L10495,Egypt,CRS-004,36.7,0.597,-35.0,0.593
L14249,South Africa,CRS-013,11.1,0.753,-12.9,0.722
L11966,South Africa,CRS-005,13.4,0.889,12.7,0.117
L13831,South Africa,CRS-005,39.9,0.492,9.5,0.578
L14025,Egypt,CRS-001,11.8,0.779,25.8,0.811
L14913,South Africa,CRS-008,27.0,0.101,-7.7,0.628
L11815,South Africa,CRS-010,10.3,0.728,-5.0,0.500
L11580,Egypt,CRS-015,0.1,0.859,-4.6,0.238
L12304,Egypt,CRS-011,10.4,0.723,-13.4,0.964
L12982,South Africa,CRS-014,3.1,0.896,8.5,0.493
L11740,South Africa,CRS-009,1.3,0.476,6.3,0.667
L14127,Egypt,CRS-014,1.6,0.468,-0.0,0.807
L11011,Egypt,CRS-013,17.6,0.633,5.4,0.841
L13022,South Africa,CRS-011,0.9,0.889,-17.6,0.589
L10769,Egypt,CRS-005,10.7,0.643,15.2,0.638
L10279,South Africa,CRS-006,1.6,0.793,-19.7,0.556
L10644,Egypt,CRS-010,4.4,0.641,-6.4,0.401
L10077,Egypt,CRS-004,5.4,0.708,-6.3,0.777
L13569,Egypt,CRS-006,2.8,0.847,6.5,0.618
L12782,South Africa,CRS-006,0.5,0.758,3.7,0.726
L13417,South Africa,CRS-007,16.0,0.737,-0.4,0.752
L12333,Egypt,CRS-005,7.2,0.964,-1.2,0.498
L11333,Egypt,CRS-007,22.4,0.893,-10.2,0.700
L11951,Egypt,CRS-011,1.5,0.691,7.3,0.402
L11545,Egypt,CRS-002,1.4,0.814,1.4,0.961
L14813,Egypt,CRS-007,1.5,0.582,-4.1,0.915
L14087,South Africa,CRS-011,1.5,0.898,-21.5,0.435
L11017,South Africa,CRS-001,3.1,0.802,2.3,0.635
L15194,Egypt,CRS-005,12.6,0.607,19.6,0.660
L12699,Egypt,CRS-014,13.5,0.916,-41.6,0.559
L14269,Egypt,CRS-007,38.4,0.276,6.6,0.662
L13634,South Africa,CRS-009,0.3,0.711,3.4,0.986
L11667,South Africa,CRS-007,0.2,0.809,22.1,0.649
L14041,Egypt,CRS-015,18.3,0.502,-4.4,0.680
L11215,South Africa,CRS-004,12.5,0.388,-1.7,0.648
L10369,South Africa,CRS-008,12.0,0.759,-6.1,0.808
L15180,South Africa,CRS-015,26.7,0.883,-4.1,0.795
L14981,South Africa,CRS-003,0.4,0.896,12.6,0.519
L15102,South Africa,CRS-009,10.5,0.976,18.2,0.593
L12549,South Africa,CRS-001,4.6,0.788,-21.4,0.535
L12932,South Africa,CRS-013,0.5,0.577,4.1,0.808
L14057,South Africa,CRS-007,4.2,0.746,4.7,0.322
L10895,South Africa,CRS-011,10.1,0.848,-9.0,0.919
L12567,Egypt,CRS-002,1.9,0.515,3.5,0.563
L14727,Egypt,CRS-002,3.9,0.658,-10.1,0.518
L12665,South Africa,CRS-015,1.5,0.723,-6.4,0.800
L14147,South Africa,CRS-012,0.5,0.895,26.8,0.555
L14050,Egypt,CRS-014,5.0,0.618,-3.5,0.654
L14615,South Africa,CRS-014,0.7,0.619,4.3,0.449
L12323,South Africa,CRS-003,10.7,0.895,-16.8,0.916
L15164,South Africa,CRS-003,19.6,0.632,-20.3,0.867
L12961,South Africa,CRS-011,1.4,0.507,8.9,0.926
L13938,Egypt,CRS-012,8.9,0.708,23.0,0.160
L13752,Egypt,CRS-012,6.6,0.672,-15.6,0.875
L14457,South Africa,CRS-012,9.2,0.341,0.2,0.941
L11811,South Africa,CRS-010,2.1,0.630,-44.5,0.881
L10017,Egypt,CRS-006,1.2,0.470,-8.4,0.592
L11749,Egypt,CRS-008,11.2,0.743,-6.6,0.564
L13840,Egypt,CRS-013,1.5,0.374,-11.1,0.311
L10531,Egypt,CRS-005,3.7,0.850,1.7,0.573
L13156,South Africa,CRS-001,3.7,0.392,7.5,0.641
L13079,South Africa,CRS-012,3.9,0.671,-0.3,0.596
L12350,South Africa,CRS-002,9.3,0.475,10.3,0.895
L12401,Egypt,CRS-013,0.7,0.170,-0.3,0.595
L13507,Egypt,CRS-011,5.0,0.887,-25.0,0.655
L14059,Egypt,CRS-005,2.9,0.710,-0.3,0.881
L14415,South Africa,CRS-014,8.8,0.649,-4.4,0.359
L14330,South Africa,CRS-010,3.4,0.832,4.4,0.724
L14419,South Africa,CRS-009,4.7,0.304,11.0,0.690
L15021,South Africa,CRS-010,13.4,0.518,12.9,0.794
L12374,South Africa,CRS-009,2.6,0.779,15.2,0.976
L13787,South Africa,CRS-006,3.7,0.553,7.1,0.834
L10504,Egypt,CRS-004,1.6,0.631,15.1,0.874
L15092,South Africa,CRS-013,55.5,0.793,-6.6,0.652
L10444,Egypt,CRS-015,2.0,0.370,-24.1,0.609
L11258,Egypt,CRS-002,0.8,0.850,4.2,0.777
L12772,South Africa,CRS-010,24.8,0.921,3.6,0.813
L12166,Egypt,CRS-006,12.0,0.763,13.5,0.601
L13229,South Africa,CRS-002,0.8,0.855,-13.6,0.945
L11467,Egypt,CRS-006,19.8,0.597,18.9,0.745
L10579,Egypt,CRS-014,21.6,0.908,3.7,0.708
L12775,South Africa,CRS-001,4.7,0.846,-21.5,0.828
L11969,Egypt,CRS-002,0.3,0.887,-23.2,0.451
L10106,Egypt,CRS-009,0.7,0.714,-20.2,0.721
L12592,Egypt,CRS-002,1.2,0.612,-5.4,0.560
L10733,South Africa,CRS-007,4.6,0.847,-0.9,0.832
L12468,Egypt,CRS-002,27.9,0.669,-8.1,0.747
L11058,South Africa,CRS-014,12.2,0.486,-1.9,0.858
L13855,South Africa,CRS-005,11.6,0.755,-0.6,0.752
L15161,Egypt,CRS-009,28.3,0.866,9.0,0.783
L13985,South Africa,CRS-011,8.8,0.948,-1.0,0.928
L15346,South Africa,CRS-013,10.3,0.726,-6.0,0.697
L12339,Egypt,CRS-007,0.6,0.197,6.3,0.651
L14596,Egypt,CRS-005,18.3,0.763,10.2,0.483
L10736,South Africa,CRS-005,10.1,0.741,-17.4,0.676
L10320,South Africa,CRS-010,14.3,0.736,-5.4,0.686
L12041,South Africa,CRS-002,0.8,0.773,-25.5,0.872
L13842,South Africa,CRS-004,8.5,0.761,3.9,0.685
L14787,Egypt,CRS-006,59.7,0.897,18.2,0.557
L12747,Egypt,CRS-015,0.7,0.957,-7.9,0.837
L11707,South Africa,CRS-004,2.6,0.787,1.9,0.829
L12594,South Africa,CRS-012,1.2,0.691,1.8,0.882
L10821,Egypt,CRS-014,0.4,0.714,-35.8,0.846
L12220,Egypt,CRS-014,5.0,0.831,-5.5,0.817
L10479,South Africa,CRS-002,7.7,0.635,-11.8,0.800
L10200,South Africa,CRS-004,3.9,0.600,7.8,0.932
L10982,South Africa,CRS-004,2.2,0.856,2.9,0.678
L11894,South Africa,CRS-009,1.2,0.789,25.0,0.537
L11118,Egypt,CRS-009,8.4,0.627,-2.2,0.685
L10655,South Africa,CRS-006,9.4,0.775,-0.1,0.591
L11608,South Africa,CRS-015,53.7,0.643,4.5,0.476
L10140,South Africa,CRS-011,0.7,0.801,9.1,0.781
L15152,South Africa,CRS-005,21.5,0.861,10.5,0.656
L10601,South Africa,CRS-006,3.7,0.645,-2.2,0.727
L11623,Egypt,CRS-010,1.3,0.106,-0.6,0.402
L11408,Egypt,CRS-009,48.3,0.957,0.9,0.732
L15012,South Africa,CRS-004,6.7,0.724,-10.6,0.816
L10926,Egypt,CRS-013,2.4,0.937,-12.4,0.513
L10053,South Africa,CRS-007,2.1,0.499,13.3,0.523
